Unnamed: 0	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
26.0	3.5478185137576346e+17	Girls with asses big enough to cause a pile up #BSE and #TooLive Presents #XXXplicit #July19 @ 814 S. Dixie hwy, Hollywood, FL 33020 Time 9	0	0.0	0.0	0.0
27.0	3.5497156018610176e+17	A wise Physician said, “The best medicine for Humans is LOVE.” Some1 asked, “If it doesn’t work?” He smiled&answered, “ Increase the dose.”	1	1.0	0.0	0.0
28.0	3.5733220119033446e+17	Zimmerman did not win the lotto ppl please stop spreading these Krazy rumors	0	0.0	0.0	0.0
29.0	3.575168106665247e+17	When we think of unhealthy living we generally think of diet and exercise. Diet and exercise are an intricate... http://t.co/bGnam9Thx1	1	1.0	0.0	0.0
30.0	3.588291454609695e+17	#BREAKING:Somalia: Al Shabab ambushes on Kenyan forces in Lower #Juba region http://t.co/h3OuYEpfoQ	0	0.0	0.0	0.0
31.0	3.591849482944676e+17	dude if people don't stop retweeting that fake frank ocean account..	0	0.0	0.0	0.0
32.0	3.612189173031936e+17	Teach children to treat animals responsibly do not teach captivity! Join us http://t.co/UR15gQPatU #FreeAllCetacea via @FreeAllCetacea	0	0.0	0.0	0.0
33.0	3.621774415963218e+17	Caution! 3D Printers Could Cause Health Problems. Find out more here: http://t.co/BRAwvRgq28	1	1.0	0.0	0.0
34.0	3.628647160302838e+17	#YouKnowYouInTheHoodWhen u see taggings all over the stop signs and shit	0	0.0	0.0	0.0
35.0	3.631725653651702e+17	MDLinx Blog: MDLinx Blog: Neuropsychological findings in pediatric maltreatment: relationship of PTSD,... http://t.co/sS24IDHCoD	1	0.0	1.0	1.0
36.0	3.6371938096776806e+17	RT @rgj: Barrick Gold reports $8.56 billion Q2 loss http://t.co/fuaTuAH54i	0	0.0	0.0	0.0
37.0	3.641573460265001e+17	Lemme stop talking anus	0	0.0	0.0	0.0
38.0	3.6889009797165466e+17	Mortgage Rates Continue Lower Ahead of... http://t.co/SfSvmYFJn7 #mortgage	0	0.0	0.0	0.0
39.0	3.694973535032648e+17	"""@GeminisWeAre: # ZodiacAreUs: Lavender is the scent associated with #Gemini."" So that's the reason I LOVEEEEEEEE Lavended"	0	0.0	0.0	0.0
40.0	3.6966283597214106e+17	65% of cats born with blue eyes are deaf.	1	1.0	0.0	0.0
41.0	3.711976614390784e+17	@najdi_outsider @mayami2012 @mol7daa @ahlamm4 @bibi_dd 1. The study indicate that the brain atrophy is caused by stress not by religion	1	1.0	0.0	1.0
43.0	3.754813636687954e+17	Over thinking causes the mind to create negative scenarios and replay painful memories.	1	1.0	0.0	0.0
44.0	3.755993737718989e+17	Sleep 'boosts brain cell numbers' http://t.co/5d9b6G1vob	1	1.0	1.0	1.0
45.0	3.756942656925942e+17	Please read this request and support this wonderful charity. Continue to pray for Helen Wade and Michelle... http://t.co/WIMFrbPfpA	0	0.0	0.0	0.0
46.0	3.775360391179346e+17	@mick_keeley omg stop ahahahah this is like year 5 sex ed	0	0.0	0.0	0.0
47.0	3.780872923063378e+17	Versatile microRNAs Choke Off Cancer Blood Supply, Suppress Metastasis - Science Daily (press release) http://t.co/EFAfQCE57H	1	1.0	1.0	1.0
49.0	3.782593755946803e+17	Nerd out on this sprawling oral history of Apple design http://t.co/NFc51YVkkp	0	0.0	0.0	0.0
50.0	3.792182655006843e+17	“@UberFacts: During Medieval times, red hair was associated with intense sexual desire and moral degradation.” @EElise13	1	1.0	0.0	0.0
51.0	3.8001016758196224e+17	@CODEREDDD God see and knw yr heart plus u are a fighter continue to stand strong...i'm praying for u!	0	0.0	0.0	0.0
52.0	3.803418649030902e+17	"@billmaher What can ""we"" do Bill? All the gun laws in the fucking world won't stop mentally ill killers from killing people..."	1	1.0	0.0	0.0
54.0	3.843302194960179e+17	Yay, Bianca! MT @BZGarcia: Cancer sux! Show support for @andi_sloan & affect positive change now. Sign the petition! http://t.co/KA077fN0gD	0	0.0	0.0	0.0
55.0	3.844055499050926e+17	This little bellend has to stop crying oh my god get a grip	0	0.0	0.0	0.0
56.0	3.848810959062999e+17	Wavy - Pound Cake (Freestyle): https://t.co/G2Prq59YLL - Support this record. I'm not the one just to send you anything @BET	0	0.0	0.0	0.0
58.0	3.941319090321613e+17	The world stops for El Classico. Its the rules. Even stopped playing FIFA.	0	0.0	0.0	0.0
59.0	3.941591354002637e+17	"This Guy Singing ""No Woman No Drive"" Is The Best Video To Support Saudi Women Challenging Driving Ban: “In thi... http://t.co/wRc40wKPFk"	0	0.0	0.0	0.0
60.0	3.960200684230656e+17	How To Fold A Suit, Shirt & Pants Together To Prevent Wrinkling - http://t.co/tLnnKTTKBU	0	0.0	0.0	0.0
61.0	3.9694097269456896e+17	Modeling precision treatment of breast cancer - looks great ! http://t.co/4XzfGlwAWn	1	0.0	1.0	1.0
62.0	3.972065489438679e+17	@khushsundar Do u think legalising prostitution in all states will decrease sexual abusing. Pls give me s reply mam.	1	1.0	0.0	0.0
63.0	3.984509917264855e+17	Aegon UK reports rise in earnings http://t.co/M3FRwylsZU	0	0.0	0.0	0.0
64.0	3.9871632219376435e+17	@MC_Sincere those eyes are a gift send straight from God boy!!! Hahahaha	0	0.0	0.0	0.0
65.0	3.9889311281239245e+17	Amazon plans to lower the cost of processing big data in the cloud : http://t.co/GPpwtMqYlo #socialmedia	0	0.0	0.0	0.0
66.0	4.028449014756188e+17	#Multiple #Births Cost Significantly More Than Single Births, Study Shows http://t.co/A0alATsStW	1	1.0	1.0	1.0
67.0	4.0294148750967194e+17	The taxi 12s are a must have	0	0.0	0.0	0.0
68.0	4.034547472873595e+17	"""The existence of absolute poverty today points to the indifference of many in the rich world"" http://t.co/ktsjh6vn1Y via @prospect_uk"	1	1.0	0.0	0.0
69.0	4.038929238312919e+17	GTA V Heists demand increases pressure on Rockstar http://t.co/xOduNxypRq #GTAV	0	0.0	0.0	0.0
71.0	4.052338092530893e+17	Let your hope make you glad. Be patient in time if trouble and never stop praying. #Romans12:12	0	0.0	0.0	0.0
72.0	4.059030817384694e+17	Leafs played an average game, Pittsburgh's mistakes lead to Leafs goals. Penguins deserved the W..	0	0.0	0.0	0.0
73.0	4.091225959470203e+17	Who Is Cindy Starfall Promote Cindy Starfall http://t.co/ataFNzowgo another fan vote for @CindyStarfall ;-)	0	0.0	0.0	0.0
74.0	4.112477365254349e+17	Europa, a moon of Jupiter has a gigantic ocean beneath its icy surface which cracks and shoots water jets into space. http://t.co/rcLoSrZE0C	1	1.0	1.0	1.0
75.0	4.116813856239821e+17	#wreckingbaIl Thousands rally to support fired Bogota mayor: Some Colombians believe Petro's dismissal could threaten... @onedirslaytion	0	0.0	0.0	0.0
76.0	4.126501104602358e+17	Isis Supports Wells Fargo Visa Cards: Wells Fargo & Co. and Isis ®, the mobile commerce joint venture created ... http://t.co/DxxvRyQ9YZ	0	0.0	0.0	0.0
78.0	4.135271152301179e+17	A lucky find of a toe fossil unlocks a genetic encyclopedia for neanderthals http://t.co/gfjo79RuSv	1	1.0	1.0	1.0
79.0	4.168202594718925e+17	Damn it! Dragon go back to bed and stop breathing fire everywhere	0	0.0	0.0	0.0
80.0	4.1682490622386995e+17	@mishra_abhi Media stop looking at caste identities & start looking at performance of MLAs/Ministers/officials/policemen @prasannavishy	0	0.0	0.0	0.0
81.0	4.1739074506746266e+17	#WeLoveAndMissYouZayn #OneDirectionPleaseDoAFollowSpreeForNewYears Rt if u support gay rights	0	0.0	0.0	0.0
82.0	4.180445141385912e+17	Goals for 2014 are as follows: 1) Stop 2) Drop 3) Shut'em down 4) Open up shop.	0	0.0	0.0	0.0
83.0	4.1903103977680486e+17	Hildersham villagers unite to stop pub closure @SouthCambs @Roger_Hickford http://t.co/KvO4SxJkel	0	0.0	0.0	0.0
84.0	4.190474307183739e+17	.@GreenJournal study show this infection can increase risk of strokes and heart attacks http://t.co/OnPKAwpomh	1	1.0	1.0	1.0
85.0	4.202270199859323e+17	Looking for some fun science activities for the cold month ahead? January Science Calendar http://t.co/cGs2nvv7Bx @HSScientist	0	0.0	0.0	0.0
86.0	4.240039868662006e+17	“@ashu_165: #CongBJPquitIndia Stop ur false propaganda http://t.co/Cp5NptVU0Q”#UnitedWithAAP	0	0.0	0.0	0.0
87.0	4.264827740656886e+17	Microsoft Says Product Demand Remains High, Reports Record $24.52 Billion Revenue For FY14 Q2 http://t.co/YmxCGR2I9L	0	0.0	0.0	0.0
88.0	4.267516751020114e+17	Trekstock is being held in London not the LA so stop spreading rumours -J	0	0.0	0.0	0.0
89.0	4.270423655228703e+17	the dog will not stop fuckin snoring	0	0.0	0.0	0.0
90.0	4.273973144879145e+17	Cesar stop a whole war is gonna break out with cheerleading	0	0.0	0.0	0.0
92.0	4.301475262229709e+17	#REVENGE Interesting characters, non stop action and full of twists, this is a great new thriller! http://t.co/4ZpKXbl1Z3 XvvA	0	0.0	0.0	0.0
93.0	4.306986081373512e+17	Law leads to guilt,guilt leads to struggle,struggle leads to failure,failure leads to more guilt,guilt leads to more sin + hopelessness!	1	1.0	0.0	0.0
94.0	4.310301923129672e+17	Floral Hall Wedding Fayre Sunday Mar 23rd - All proceeds on door to go to @DougieMacstoke - Please come along and support #tunstall #stoke	0	0.0	0.0	0.0
95.0	4.310837590859694e+17	A NOBLE CAUSE DIES 1000 DEATHS TIL A HEART IS CHANGED #WEARETHEPEOPLE	0	0.0	0.0	0.0
96.0	4.313210211869696e+17	The Biology of Belief: Unleashing the Power of Consciousness, Matter, & Miracles by Bruce H. Lipton, who is a scientist turned mystic.	1	0.0	1.0	1.0
97.0	4.325802686677156e+17	"3OMF's, supposedly ""grown men"" will not stop talking about flappy bird in group chat. Has been the only topic of discussion today."	0	0.0	0.0	0.0
98.0	4.350626842631414e+17	Hey guess new Twitter cause new phone so yea please lik, direct tweet, nd please follow thx Luvs bii	0	0.0	0.0	0.0
99.0	4.355746326417572e+17	@CordeliaLogan Exactly. There’s nothing in that link that causes text messages to be sent. That just performs a follow.	0	0.0	0.0	0.0
100.0	4.3664579494322586e+17	Yep. Eating vegetarian today. Geez. “@nprnews: 'Piglet Smoothie' Fed To Sows To Prevent Disease; Activists Outraged http://t.co/5LifNxWuiR”	0	0.0	0.0	0.0
101.0	4.3773719478706176e+17	WARNING! Bible reading can be habit forming and will cause loss of fear and anxiety. Side effects are joy, love, peace, and contentment!	1	1.0	0.0	0.0
102.0	4.3823716420827955e+17	#TRAINhealth Research found improvement in sleep quality was linked w/ weight loss, meaning a flatter stomach could mean better sleep	1	1.0	0.0	1.0
105.0	4.404976677903606e+17	Niggas jus need to live an stop the stressing	0	0.0	0.0	0.0
106.0	4.4053613774493696e+17	North Korea puts Yorkshire Terriers in zoo: http://t.co/VyABEx7YnO	0	0.0	0.0	0.0
107.0	4.409223743182111e+17	@SpeakerBoehner #GOP #ImmigrationReform is still in ur hands #latism will not stop the fight #TNTweeters @DRMAction http://t.co/sxc5kcN1aw	0	0.0	0.0	0.0
108.0	4.4214264425732096e+17	What the New HIV Breakthroughs Mean for the Future of the Disease | Healthy Living - Yahoo Shine http://t.co/f1qN57RHHO	1	0.0	1.0	1.0
109.0	4.4220764389390336e+17	Spice up your diet for greater fat loss: http://t.co/la5L94hm8p	1	1.0	1.0	1.0
110.0	4.433141719211745e+17	Retirement home laws ‘in need of review’. @AdamMarshall777 reports in #7NewsBris http://t.co/AVupGZ3m34	0	0.0	0.0	0.0
111.0	4.436707541783798e+17	What will digital life look like in a decade? Some predictions, from the optimistic to mind control http://t.co/q4F7Bice83	1	0.0	1.0	1.0
112.0	4.449159931321426e+17	@nma08244 Small step for man, quantum leap for particle kind! http://t.co/aVhtJyxr1Y & http://t.co/YTULs3Xoc6 http://t.co/iXTn0CjehM	1	0.0	1.0	1.0
113.0	4.459910775528653e+17	Determination leads to Success. Best day of my life #nowplaying	1	1.0	0.0	0.0
114.0	4.461217175601152e+17	Blonde Girl Starts to Masturbate Leads to a Quick Fuck http://t.co/FvlwBW1twq #movie #music #ass #lol #video	0	0.0	0.0	0.0
115.0	4.464866219997266e+17	http://t.co/JcgzoUqu1f We specialise in providing the modular ground study courses required to convert your ICAO professional	0	0.0	0.0	0.0
116.0	4.466892362266706e+17	More great printing work by @instantprint, helping us launch our new brand identity. http://t.co/1H2bbdpUir	0	0.0	0.0	0.0
117.0	4.5195499615882035e+17	“@Tasha_unicorns: Deep has got to stop being so deep”	0	0.0	0.0	0.0
118.0	4.53229267673813e+17	Can't find the alien exercise	0	0.0	0.0	0.0
119.0	4.537312167897375e+17	The underground just don't stop for hoes 😂✋💃	0	0.0	0.0	0.0
120.0	4.556246430520566e+17	Neurobiological Bases of Abnormal Aggression and Violent Behaviour http://t.co/NWDSQy95AT	1	0.0	1.0	1.0
121.0	4.5613927416202854e+17	A raise to $1.8 million would have placed Martin's salary no higher than eighth in the SEC.	0	0.0	0.0	0.0
122.0	4.586224505370747e+17	Dark Skin May Be A Protector Against Cancer http://t.co/lrC8Rsuyqz	1	1.0	0.0	0.0
123.0	4.6134790508159795e+17	Missouri Senate passes sales tax increase for roads ..BreakingNews KansasCity http://t.co/wJDUA338uL	0	0.0	0.0	0.0
124.0	4.6182710930939904e+17	LEED-certified buildings are often less energy-efficient than un-certified ones: http://t.co/DXj3ez07x7	1	1.0	0.0	1.0
125.0	4.642034333947167e+17	Job : Durham NC - Sr. Network Security Engineer - support Network Based Security infrastructure to provide sec... http://t.co/zVltTs0ogH	0	0.0	0.0	0.0
126.0	4.644424625731707e+17	MAY SPECIAL - SIGN UP FOR $29.95 ($20 savings) Need more money? Love candles? Work from home selling http://t.co/GN8BLNUt0k	0	0.0	0.0	0.0
127.0	4.644974960569467e+17	I hate people. Take good pics of zayn and stop taking so many of grease ball	0	0.0	0.0	0.0
128.0	4.645403282935849e+17	"Unbelievable day at #ACDIS2014 today. So many people saying the same thing ""No One Else Is doing that..."" Stop by Friday learn what THAT is!"	0	0.0	0.0	0.0
129.0	4.646962557387039e+17	5 Surprising Ways Social Media is Affecting Healthcare ~ Social Media Frontiers: http://t.co/IxuQ4hfxw5	1	1.0	0.0	0.0
130.0	4.659288903815004e+17	@BarsAndMelody song has basically started a trend to stop bullying💖 #putastoptobullying2014	0	0.0	0.0	0.0
131.0	4.6621632275009126e+17	#Beijing, #China sees significant increase of armed #police presence on streets http://t.co/HaTeA4kg08	1	1.0	0.0	0.0
132.0	4.664689783330611e+17	Photos: San Diego wildfires lead to evacuation of 20000 homes - Washington Post http://t.co/NqmUnXMScg	0	0.0	0.0	0.0
133.0	4.6659273080242995e+17	UK population is eating too much sugar, saturated fat and salt https://t.co/jqqJ8TBWGI	1	1.0	1.0	1.0
134.0	4.670064616050811e+17	Even Superman had to get a job. Moral of this story is Stop saving everyone for free. #FLYE… http://t.co/p7mhlBbgbt	0	0.0	0.0	0.0
135.0	4.6987403303583744e+17	"""@DWatson2x: DeSoto Need To Stop Spending Money On They Football Team Who Can't Win State & Fix These Bathrooms""💀💀💀💀"	0	0.0	0.0	0.0
136.0	4.703383510907781e+17	Selector Infected WIXOSS Causes Sharp Decline in Card Sales http://t.co/mVqmEU9IxQ	0	0.0	0.0	0.0
137.0	4.7166723928899174e+17	Don't miss the June 17 VRUC: #Jazz & #CLM meeting: Delivering Better Requirements via Expert Systems - http://t.co/D7giMPeEYf #RationalUC	0	0.0	0.0	0.0
138.0	4.739243662420214e+17	@SenatorParker New York State must not set a precedent of passing laws that support quackery. Here's a great post: http://t.co/atM6hdDzMq	1	0.0	1.0	1.0
139.0	4.749678881098998e+17	"""@KingVegeta_: @Joiko_Saiyan #ProjectXVegeta"" Supports this with immense description."	0	0.0	0.0	0.0
140.0	4.768785321411379e+17	POLYGAMISOGYNIST: (n) One of the 'peaceful & tolerant' who has more than one wife to treat in an unkind and UNEQUALITARIAN manner	0	0.0	0.0	0.0
141.0	4.7757142239165645e+17	Soccer? Whats that? Twitter promotes one sport?	0	0.0	0.0	0.0
142.0	4.8040049325325926e+17	Honestly I won't be surprised if Iran win. Upsets are a theme this world cup	0	0.0	0.0	0.0
143.0	4.8134310436497e+17	The Weight Loss Plateau: Causes And Solutions For This Frustrating Problem http://t.co/MYtEQVW75l htt... http:... http://t.co/moOAcMCaXT	0	0.0	0.0	0.0
144.0	4.828939122398986e+17	people who are jealous automatically call whoever Justin's associated with a hoe or a thot like stop.	0	0.0	0.0	0.0
145.0	4.835871576770642e+17	The who, what, when, where, and why of the @BloombergCities & @nesta_uk #Iteams research http://t.co/1tCfbw4QPI #innovation #publicsector	1	0.0	0.0	1.0
146.0	4.845124463132713e+17	Birthday dinner - a biscuit & a Rice Krispie treat courtesy of @ali_harlan. Solid twenty minutes at home between tumbling & church.😉 #hangry	0	0.0	0.0	0.0
147.0	4.8471069235715686e+17	Smoking cigarettes are a turn off. 😷	0	0.0	0.0	0.0
148.0	4.8491024246389146e+17	Came to a bus stop to watch the fireworks 😂	0	0.0	0.0	0.0
149.0	4.851684522193142e+17	People gotta stop a the international shirts today and start wearing American shirts -,- 🇺🇸 #usa	0	0.0	0.0	0.0
150.0	4.863966786695987e+17	Learn from yesterday, live for today, hope for tomorrow. The important thing is not to stop questioning. - Albert Einstein	0	0.0	0.0	0.0
152.0	4.867354190530601e+17	"""Shall we pray before we eat?"" (Note, this is what scholars call a 'rhetorical' question) #FirstDateQuestions"	0	0.0	0.0	0.0
153.0	4.875059100973957e+17	truuu “@lilbodyjas: Mixed signals are a bitch lol”	0	0.0	0.0	0.0
154.0	4.880420328256635e+17	🇺🇸 CBS: Census Data Show U.S. Doesn't Have Shortage of STEM Workers http://t.co/bhPpXhGcYI #WIUNION	1	1.0	1.0	1.0
155.0	4.8838008263791e+17	“@leeezy__: ladies, stop with the knee high gladiator sandals..pls”#fixitJesus	0	0.0	0.0	0.0
156.0	4.884826729653412e+17	@miscarriage_hlp @BLA_Campaign please help support this movie. Based on the true story of the writer. http://t.co/gW9XpJcxIs #jacobandi	0	0.0	0.0	0.0
157.0	4.885147392415048e+17	These birds won't stop cherping!	0	0.0	0.0	0.0
158.0	4.890111015860388e+17	@Bruciebabe @WillardFoxton @doxievee @Nicksb36 @richardcalhoun Same people who believe statistics are a science.	0	0.0	0.0	0.0
159.0	4.904809377599324e+17	The head coach surveys the scene at Heritage Park http://t.co/yJrxAyPHTW	0	0.0	0.0	0.0
160.0	4.9072780083215155e+17	Adversity causes some men to break; others to break records.	1	1.0	0.0	0.0
161.0	4.915948184646574e+17	Disabled vehicle, center lane blocked in on Rt 128 NB after EX 20 - Rt 9 stop and go traffic from EX 15 - Rt 1, delay of 15 mins #traffic	0	0.0	0.0	0.0
162.0	4.931214048970957e+17	#TelAviv: Israelis protesting against #GazaUnderAttack calling on Israeli government to stop the attack http://t.co/hyZA1OQGIW	0	0.0	0.0	0.0
163.0	4.932029388403671e+17	BY THIS MAGIC LITTLE WHO GRANT EVERY WISH CAUSE IN REALITY	0	0.0	0.0	0.0
164.0	4.937752147620004e+17	@RoxOrganisation proud to be associated with Rox! Well organised professionally run oh and great hospitality thanks to all	0	0.0	0.0	0.0
165.0	4.9447141656232755e+17	Make sure you get down to my mate @timcroninmusic's gig TOMORROW! Raising money for an amazing cause too @for_luca http://t.co/tNgqYbIf91	0	0.0	0.0	0.0
167.0	4.960259198497587e+17	Environmental lawyers are a real thing? I thought it was a fictional occupation created by @HIMYM_CBS & @jasonsegel http://t.co/5Paag2DTb6	0	0.0	0.0	0.0
168.0	4.9666145289243034e+17	U.S. Attorney/DEA to announce results of invest. into the distribution of performance enhancing drugs to minors/athletes at 12:30 in Miami	0	0.0	0.0	0.0
169.0	4.968789825459528e+17	@opticempire Also http://t.co/pz9yjM6aGp reports it is down	0	0.0	0.0	0.0
170.0	4.969633341982925e+17	"""Take aspirin every day for 10 years and cut your chance of bowel/stomach cancer but increase your chance of a stroke or internal bleeding."""	1	1.0	0.0	0.0
171.0	4.971689347986309e+17	“@jomonery1: @lynseybarry @JennyTandy lovely night again ladies!” Gotta stop the espresso martinis though!	0	0.0	0.0	0.0
172.0	4.982668651570258e+17	154 rat tumors #MTVHottest Example	0	0.0	0.0	0.0
174.0	4.997728887158948e+17	All probably from a flea color.... This throwing ups gotta stop at some point right.... 😧	0	0.0	0.0	0.0
175.0	5.0165685856292864e+17	Min.@DipuoPeters in the process of finalizing the scholar trans policy to address safety of learners to school.	0	0.0	0.0	0.0
176.0	5.036696278517801e+17	A new study suggests that marijuana increases positivity and reduces the negativity in emotional processing.	1	1.0	0.0	1.0
177.0	5.0447514479939994e+17	Overthinking leads to negative thoughts.	1	1.0	0.0	0.0
178.0	5.049238493483786e+17	Furthermore, drinking more water alone actually aids in losing weight.	1	1.0	0.0	0.0
179.0	5.053606143705866e+17	Desperate climate scam scientists explain away record high Antarctic sea ice extent as being caused by global warming http://t.co/WyqS6AzLIY	1	1.0	1.0	1.0
180.0	5.060843767197983e+17	Tune into Dawn News to hear some great expert analysis by Zafar Hilali	0	0.0	0.0	0.0
181.0	5.067885604567982e+17	The @nytimes couldn't have picked worse ex. than Bielema at Ark to support research that CFB coaches aren't overpaid: http://t.co/RhOBUcjrgj	0	0.0	0.0	0.0
182.0	5.090580308694139e+17	What is the aggregate economic rate of return to foreign #aid? | Channing Arndt, Sam Jones, and Finn Tarp, WIDER http://t.co/xAikUtglDp	1	1.0	1.0	1.0
183.0	5.098739471568077e+17	Concussion 'breathalyser' proposed http://t.co/n7T5NeBAdV Published September 11, 2014 at 01:46AM	1	0.0	1.0	1.0
184.0	5.099903516966953e+17	Next profits up on economic revival: Next reports a strong rise in half-year profits as higher house prices an... http://t.co/9rwOJ9EUtb	0	0.0	0.0	0.0
186.0	5.126059909536973e+17	This #ImplementationScience article describes an intervention program aimed at reducing late life depression symptom…/buff.ly/1tWWwz9	1	0.0	1.0	1.0
187.0	5.132482437704827e+17	Children of Fallen Soldiers Relief supports surviving U.S. Military children. Visit & #Donate @ http://t.co/knHA5cCjBZ #VA #DAV	0	0.0	0.0	0.0
188.0	5.138007929904415e+17	All Thats Cosplay Video Interview: ATC's Femme Fatale Nicole Salera! See the Video Interview at:… http://t.co/6GsVMYId2y	0	0.0	0.0	0.0
190.0	5.1493359898238976e+17	also cancer is virtually incurable bc all cancers are different :)	1	1.0	0.0	0.0
191.0	5.155169092538532e+17	Check out this overview of Encouraging #Bible Study from the book “Loaded with Benefits” at http://t.co/FJNHwe0qgC #Christian #Jesus	0	0.0	0.0	0.0
192.0	5.15861475529728e+17	@mark Research it.I'd say they fired a missle into the center of that scar so it appeared as If the plane exploded there.Metal pieces?Missle	0	0.0	0.0	0.0
193.0	5.1664649722894746e+17	Students need to support this team. These are your peers, exceeding expectations and quieting the doubters. They deserve your presence.	0	0.0	0.0	0.0
194.0	5.1669907800077926e+17	Thanks for all of the recent love & support on Twitch & YT! We will be giving away a HUGE @ToastyStickers bundle soon so stay tuned ;)	0	0.0	0.0	0.0
195.0	5.1779888323403366e+17	Search Warrant Leads to Arrest for Cocaine Sales in Pleasanton http://t.co/5dLTEYIqIB	0	0.0	0.0	0.0
196.0	5.184992732859597e+17	"11 Real-Life Dolls That Are Creepier Than ‘Annabelle’: 11 real life dolls that are a million times scarier than ""Annabelle."" No, really."	0	0.0	0.0	0.0
197.0	5.189265680315392e+17	Bali Women's One Smooth U Side Support Underwire Bra - style 3547 #7111 http://t.co/sMgxxJ51iK http://t.co/YNtBRNYCKw	0	0.0	0.0	0.0
198.0	5.191710751090565e+17	Vice President Biden's visit to L.A. likely to cause delays during rush hour; here's list of areas to avoid: http://t.co/4D3yU971AL	0	0.0	0.0	0.0
199.0	5.2062091572218266e+17	not a full extend bro stop “@AchaFlocka: “@MySportsLegion: Welcome back Kobe. http://t.co/uSXYk6CuqC”------ he pushed off..... 😐😐😐”	0	0.0	0.0	0.0
200.0	5.217676763023565e+17	Is Ebola a health care system mishap?	1	1.0	0.0	0.0
201.0	5.218505515718615e+17	Social media is such an unnecessary thing that causes so much drama	0	0.0	0.0	0.0
202.0	5.236656282304799e+17	But wait that was childish lemme stop ✋ lol	0	0.0	0.0	0.0
203.0	5.245735734036726e+17	@tastedmahone @SexMahone *tags and reports to 20 other ppls* #AustinMahoneSexiest	0	0.0	0.0	0.0
204.0	5.267155585623859e+17	Mondays are a drag	0	0.0	0.0	0.0
205.0	5.2739434857365504e+17	Is #Ebola being discussed at school? Use this blog to promote #FactsNotFear http://t.co/mcQ9JFG1wa 2 more blogs out this week @wellcometrust	0	0.0	0.0	0.0
