Unnamed: 0	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
		Major new funding and a race and oral histories project for UCSD's new Humanities, of Arts & Institute a spooky events guide, tonight's (!) Vi Khi Nao reading at SDSU, and more for my first @voiceofsandiego Culture Report https://t.co/WESXjIUreb	1	0.0	0.0	1.0
		The forbidden words are “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” https://t.co/6Olvpyz5JR #PublicPolicy	1	0.0	0.0	1.0
715.0	9.21979E+17	Will export control of exploits by Waassenaar signatories prevent catastrophic cyberwar? #ruxpanel	1	1.0	0.0	0.0
		When evaluating programs, VIDEO: Dr. Keith Flaherty talks about the genetics of cancer, #targetedtherapy, #clinicaltrials, precision medicine https://t.co/oFjd4YEEZe	1	0.0	0.0	1.0
269.0	5.86476E+17	Companies report 48% increase in attempted cyber security breaches http://t.co/wUdCJb7y8v #DGInsights #cybersecurity http://t.co/a38n3hZg70	1	1.0	0.0	0.0
68.0	4.03455E+17	"""The existence of absolute poverty today points to the indifference of many in the rich world"" http://t.co/ktsjh6vn1Y via @prospect_uk"	1	1.0	0.0	0.0
1141.0	1.25591E+18	@rantingelisa @KatyMontgomerie @JackieDP @NewgentTGA This part, science illiterate one: ‘The overall mortality for sex-reassigned persons was higher during follow-up (aHR 2.8; 95% CI 1.8–4.3) than for controls of the same birth sex, particularly death from suicide	1	1.0	0.0	0.0
646.0	8.78022E+17	European markets are a better investment than US markets, analyst says https://t.co/APHnvJROtc #Stock #Market https://t.co/ykYySyP5vH	1	1.0	0.0	0.0
33.0	3.62177E+17	Caution! 3D Printers Could Cause Health Problems. Find out more here: http://t.co/BRAwvRgq28	1	1.0	0.0	0.0
		on conference This mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://t.co/juOH84CdEo	1	0.0	0.0	1.0
		Highly prestigious and competitive awards funded by the European Union to support scholars in pursuing ground breaking research have been made to five Edinburgh academics. @ERC_Research https://t.co/D9ngBbxLQS #HealthInitiatives	1	0.0	0.0	1.0
		recommended @NeilWoodward20 PALM by @AndersonWinkler —> https://t.co/fSN9cntWvB. We used it successfully for this purpose via non-parametric route. Highly @katythakkar1 piece of remarkably powerful statistical inference software.	1	0.0	0.0	1.0
214.0	5.34563E+17	Perfect teeth are a turn on	1	1.0	0.0	0.0
880.0	1.05054E+18	Coffee Drinking Associated With Lower Risk of Stroke ➡ https://t.co/UziyhDa6WE https://t.co/8qHVzTjAHV	1	1.0	0.0	0.0
1183.0	1.28675E+18	@EmericanJohnson OK I will try to cancel. Here is a hot take that might cause some vocal disagreement with some vietnamese: Le Duan was not strategically competent and ran the war badly. Giap was better but still not exactly a military genius. Loads of errors cost many lives. They still won tho	1	1.0	0.0	0.0
		When evaluating programs, And the winners of the 2018 Five College DataFest are: https://t.co/mQI0Yg6qIC #asadatafest	1	0.0	0.0	1.0
		From a public perspective, The War On Science: What It Is And How To Win It [Greg Laden's Blog]: Thinker, writer, and ind... https://t.co/n0R0dmssXQ #Science #nTLD	1	0.0	0.0	1.0
558.0	8.04269E+17	Indian real estate to see an increase of 4.2 mn units across 8 cities in the next 5 years » https://t.co/wFX4fWcUyk	1	1.0	0.0	0.0
600.0	8.3914E+17	#10: RapidKetosis Premium Exogenous Ketone Supplement - Weight Loss Was Never Easier… https://t.co/OoRJlk58BA #Prepared #Foods	1	1.0	0.0	0.0
		From a public perspective, Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB	1	0.0	0.0	1.0
50.0	3.79218E+17	“@UberFacts: During Medieval times, red hair was associated with intense sexual desire and moral degradation.” @EElise13	1	1.0	0.0	0.0
	7.10963E+17	How is @UChicagoIME shaping the future of science? Find out on April 6: https://t.co/bUwFwv58SO https://t.co/tLCunXaU4n	1	0.0	0.0	1.0
		is How @UChicagoIME shaping the future of science? Find out on April 6: https://t.co/bUwFwv58SO https://t.co/tLCunXaU4n	1	0.0	0.0	1.0
296.0	6.10995E+17	Beauty Tips : Blood Sugar Support Cardiovascular Health Dietary Supplement (6 Bottles) http://t.co/bp6W50L2yX #892	1	1.0	0.0	0.0
190.0	5.14934E+17	also cancer is virtually incurable bc all cancers are different :)	1	1.0	0.0	0.0
		In a policy context, The Rise of bilingual #sciencejournalism #ECSJ2017 @jarimakinen @nuriajar @swaforini @fedkukso https://t.co/3P7gdyQUyb	1	0.0	0.0	1.0
993.0	1.14625E+18	When it comes to immigration, this is often left out of the conversation: The United States’s weak gun laws not only put American lives at risk but drive illegal gun trafficking and violence in Latin America. https://t.co/TIZrZLvWlu	1	1.0	0.0	0.0
29.0	3.57517E+17	When we think of unhealthy living we generally think of diet and exercise. Diet and exercise are an intricate... http://t.co/bGnam9Thx1	1	1.0	0.0	0.0
		In community efforts, RT @thakurfdn: @thakurfdn announces investigative grants for reporting in #publichealth INR 500,000 for six month reporting assignment; freedom to publish in media-house of your choice. Apply on-line starting April 20, 2019 at https://t.co/4ZBUnqrtaJ https://t.co/8ZLlaqJhM6	1	0.0	0.0	1.0
43.0	3.75481E+17	Over thinking causes the mind to create negative scenarios and replay painful memories.	1	1.0	0.0	0.0
1102.0	1.23569E+18	@ComfortablySmug @EricTrump While Trump didn't explicitly say that sick Americans should go to work, he did state that those with mild coronavirus cases can still recover while going about their daily lives — an assertion that contradicts public health officials' recommendations on how to manage the illness	1	1.0	0.0	0.0
62.0	3.97207E+17	@khushsundar Do u think legalising prostitution in all states will decrease sexual abusing. Pls give me s reply mam.	1	1.0	0.0	0.0
		to #MSGDonated4Million support the research of Thalassemia & AIDS cure	1	0.0	0.0	1.0
839.0	1.02271E+18	Donating blood not only helps others, but reduces the rate of cancer and heart disease in the donor. And can help you lose weight.	1	1.0	0.0	0.0
		With respect to social impact, Florence & Herbert Irving have given $700 million to @Columbia & @nyphospital to dramatically advance #cancer research & treatment, building on 3 decades of support for @ColumbiaMed & @columbiacancer https://t.co/Ql7o8H7Q5J	1	0.0	0.0	1.0
	1.33845E+18	This looks like a great opportunity to get research in WASH published, with mentorship available too. Special issue of the H2open journal. https://t.co/DLBrcQx9QB @IWAPublishing #washtwitter #wash #sanitation #water #hygiene #SDGs	1	0.0	0.0	1.0
		".@nature endorses @JoeBiden >> ""We cannot stand by and let science be undermined. Joe Biden’s trust truth, in evidence, science and democracy make him the only choice in the US election."" https://t.co/zPRO4c3uHY"	1	0.0	0.0	1.0
618.0	8.57657E+17	student athletes are a different species https://t.co/vDa7gpwZgk	1	1.0	0.0	0.0
		In community efforts, Major new funding and a race and oral histories project for UCSD's new Institute of Arts & Humanities, a spooky events guide, tonight's (!) Vi Khi Nao reading at SDSU, and more for my first @voiceofsandiego Culture Report https://t.co/WESXjIUreb	1	0.0	0.0	1.0
		In community efforts, @RepCohen @SenAlexander @SenBobCorker pls support #NIH funding to help fight #pancreaticcancer @PanCAN @PanCANMemphis #ifight4MyDad	1	0.0	0.0	1.0
502.0	7.64987E+17	Reading facebook comments for 20 minutes is scientifically proven to drop your IQ by more than 52%.	1	1.0	0.0	0.0
	1.12362E+18	@katythakkar1 @NeilWoodward20 PALM by @AndersonWinkler —> https://t.co/fSN9cntWvB. We used it successfully for this purpose via non-parametric route. Highly recommended piece of remarkably powerful statistical inference software.	1	0.0	0.0	1.0
		@blynntopsfield trump lots of cancer research supports wow - no surprise	1	0.0	0.0	1.0
547.0	7.95078E+17	The number of lies told by men would decrease significantly if women stopped asking questions	1	1.0	0.0	0.0
	1.3164E+18	".@nature endorses @JoeBiden >> ""We cannot stand by and let science be undermined. Joe Biden’s trust in truth, evidence, science and democracy make him the only choice in the US election."" https://t.co/zPRO4c3uHY"	1	0.0	0.0	1.0
27.0	3.54972E+17	A wise Physician said, “The best medicine for Humans is LOVE.” Some1 asked, “If it doesn’t work?” He smiled&answered, “ Increase the dose.”	1	1.0	0.0	0.0
402.0	6.89938E+17	Did you know that #HighBloodPressure causes #ErectileDysfunction? #menshealth https://t.co/uCUE9RKgUO https://t.co/nkrP6hsLMl	1	1.0	0.0	0.0
242.0	5.60029E+17	The macroeconomic impact of micro-interventions is an important reason why poverty has persisted, despite ... http://t.co/GWfKI78PcY	1	1.0	0.0	0.0
		In a policy context, BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
	5.27824E+17	Lupus Research Institute Awards $1-Million Grants to Discover What Causes Lupus http://t.co/aXopNmLyI7	1	0.0	0.0	1.0
1159.0	1.27331E+18	The suicide rate is higher because of lack of opportunities, unemployment a faulty healthcare system, men feeling expendable and lack of fathers. How is this going to address any of that? America is low on the happiness index. https://t.co/RdybLtFb1Q	1	1.0	0.0	0.0
		From a public perspective, Science, Meaning and the Imagination: How can we bring the human being back into our science? https://t.co/8tBo3aLRJK https://t.co/1Xezcj7Cci	1	0.0	0.0	1.0
	5.688E+17	The House science committee anti-NSF witch hunt is now demanding information on grants in the physical sciences. http://t.co/2tfH4XUeLk	1	0.0	0.0	1.0
810.0	9.97522E+17	"""Talking about #suicide increases the chances someone will go for help. Reaching out for help is the main message,"" said our @drthomasungar, while discussing mainstream media portrayals of #mentalhealth issues. WATCH THE VIDEO » https://t.co/zMhJyJ4a35 https://t.co/P0GPxQ6daQ"	1	1.0	0.0	0.0
		With respect to social impact, BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
1076.0	1.20792E+18	How New Orleans Reduced Its Homeless Population By 90 Percent https://t.co/N1IGCaCdbw	1	1.0	0.0	0.0
850.0	1.03111E+18	Babies cannot speak so parents never know the severity of their illnesses. When a baby shows minor signs of struggling to breathe, it should be treated as an emergency. https://t.co/9leiAbvi34	1	1.0	0.0	0.0
626.0	8.62031E+17	Lack of free will and unwillingness to exercise it are functionally equivalent.	1	1.0	0.0	0.0
	9.41862E+17	The forbidden words are “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” https://t.co/6Olvpyz5JR	1	0.0	0.0	1.0
1105.0	1.23639E+18	@GreatTammie @RudeRicky @latimes Got houseless? Want to have #PublicHealth for the survival of the human species? HOUSING and HEALTHCARE! #CORONAVIRUS “Oregon’s homeless at risk for coronavirus. The crowded conditions in which the homeless live make them more susceptible to the virus.” https://t.co/KwchIaTGck	1	1.0	0.0	0.0
	3.44257E+17	@RepCohen @SenAlexander @SenBobCorker pls support #NIH funding to help fight #pancreaticcancer @PanCAN @PanCANMemphis #ifight4MyDad	1	0.0	0.0	1.0
1255.0	1.34046E+18	@LaylaFanucci @realDonaldTrump I'm sorry but we DO NOT have 1/4 of million dead from covid. Total deaths in the U.S.. are actually lower this yr than yrs before. Do some research on your own and quit believing everything you hear on the news.	1	1.0	0.0	0.0
559.0	8.04696E+17	Five ways subscription box services can increase customer retention https://t.co/dkcJywo5yL	1	1.0	0.0	0.0
903.0	1.07402E+18	Nobody wants you till they think you’re in a relationship. Ain’t that some reverse psychology shit for you 😂	1	1.0	0.0	0.0
101.0	4.37737E+17	WARNING! Bible reading can be habit forming and will cause loss of fear and anxiety. Side effects are joy, love, peace, and contentment!	1	1.0	0.0	0.0
	1.00044E+18	BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
		With respect to social impact, From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
	1.23576E+18	Freeman J. Dyson, a mathematical prodigy who left his mark on subatomic physics before gaining public renown as a writer and technological visionary, has died https://t.co/IDtWxjBUsk	1	0.0	0.0	1.0
1117.0	1.24072E+18	We know that #coronavirus is a cause for concern and stress for many. Whether you're #WorkingFromHome, #SocialDistancing or #SelfIsolating, it's important to look after our wellbeing. Find out how you can support your mental health: https://t.co/f0D8tTQvpx https://t.co/JgfT7Lcs9T	1	1.0	0.0	0.0
		The #ECSJ2017 of bilingual #sciencejournalism Rise @jarimakinen @nuriajar @swaforini @fedkukso https://t.co/3P7gdyQUyb	1	0.0	0.0	1.0
	8.99207E+17	@blynntopsfield wow lots of cancer research supports trump - no surprise	1	0.0	0.0	1.0
		From March 5 - 9 workshop @FieldsInstitute's on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
	1.1122E+18	RT @thakurfdn: @thakurfdn announces investigative grants for reporting in #publichealth INR 500,000 for six month reporting assignment; freedom to publish in media-house of your choice. Apply on-line starting April 20, 2019 at https://t.co/4ZBUnqrtaJ https://t.co/8ZLlaqJhM6	1	0.0	0.0	1.0
642.0	8.73937E+17	@ColinKahl There has been a sharp increase in reported abuse of travellers - particularly non-whites - by CBP & ICE personnel. https://t.co/sVIYIvMNTk	1	1.0	0.0	0.0
393.0	6.85152E+17	Hard work NEVER fails, start working, stop complaining. If you work for it, you'll appreciate it! 💯	1	1.0	0.0	0.0
170.0	4.96963E+17	"""Take aspirin every day for 10 years and cut your chance of bowel/stomach cancer but increase your chance of a stroke or internal bleeding."""	1	1.0	0.0	0.0
396.0	6.86166E+17	#Severe fibromyalgia symptoms linked to obesity, weight gain - https://t.co/NZG7iqYpas https://t.co/rnTKnmhL2V	1	1.0	0.0	0.0
40.0	3.69663E+17	65% of cats born with blue eyes are deaf.	1	1.0	0.0	0.0
		BREAKING: Astronaut Alan Bean, fourth man 86 walk on moon, dies at to https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
2.0	3.22031E+17	Can any Gynecologist with Cancer Experience explain the dangers of Transvaginal Douching with Fluoride or other toxins such as Dioxin? #PDX	1	1.0	0.0	0.0
527.0	7.83685E+17	Cooling Therapy Might Not Help All Cardiac Arrest Patients https://t.co/4oNE2klZne	1	1.0	0.0	0.0
		From March 5 - 9 @FieldsInstitute's workshop much human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and on more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
		The @swaforini of bilingual #sciencejournalism #ECSJ2017 @jarimakinen @nuriajar Rise @fedkukso https://t.co/3P7gdyQUyb	1	0.0	0.0	1.0
575.0	8.20156E+17	The happier you are, the less sleep you require to function in everyday life. Sadness increases the urge to sleep more.	1	1.0	0.0	0.0
274.0	5.89534E+17	coumadin decreased sex drive men http://t.co/zfRNn4MMc6	1	1.0	0.0	0.0
	9.71042E+17	From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
		With respect to social impact, @blynntopsfield wow lots of cancer research supports trump - no surprise	1	0.0	0.0	1.0
745.0	9.38564E+17	suicide is now the third leading cause of death among African Americans between the ages of 15 to 24	1	1.0	0.0	0.0
503.0	7.69466E+17	Change is essential for growth, but if we’re not under leadership of Holy Spirit, what will we become? https://t.co/9YvxyLUKXV	1	1.0	0.0	0.0
1131.0	1.25062E+18	Did you know eye exercises & vision therapy can help with digital eye strain & certain eye conditions? Eye exercises will strengthen weak eye muscles, improve blood circulation & muscle tone. Try these eye exercise for a better & stronger vision 👁👁💙✨ #CentralAmericanTwitter https://t.co/KKrwUFJRvG	1	1.0	0.0	0.0
	1.18159E+18	This #MentalHealthAwarenessWeek, Prof John Sheehan our Consultant in Perinatal psychiatry will be speaking about 'Managing depression & bipolar disorder in pregnancy & postpartum period' at the @aware conference this Sat. For clinicians & public alike. https://t.co/xOTCCftRBW https://t.co/CpHvZrpB7m	1	0.0	0.0	1.0
990.0	1.14501E+18	UN and EU propaganda by socialist media compares 2019 data of built surfaces with 2003 data of tampered temperature database. Fact: France has a record 50°C heat wave in 1930 and similar and higher temperature in Spain etc. https://t.co/jtGv6gqhq3	1	1.0	0.0	0.0
		@katythakkar1 @NeilWoodward20 PALM by @AndersonWinkler —> https://t.co/fSN9cntWvB. We used it successfully for this purpose via non-parametric route. Highly recommended piece of remarkably powerful statistical inference software. #HealthInitiatives	1	0.0	0.0	1.0
52.0	3.80342E+17	"@billmaher What can ""we"" do Bill? All the gun laws in the fucking world won't stop mentally ill killers from killing people..."	1	1.0	0.0	0.0
		Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB #ScienceForSociety	1	0.0	0.0	1.0
		The House science committee anti-NSF witch hunt is now demanding information on grants in the physical sciences. http://t.co/2tfH4XUeLk #HealthInitiatives	1	0.0	0.0	1.0
		Freeman J. Dyson, a mathematical prodigy who left his mark on subatomic technological before gaining public renown as a writer and physics visionary, has died https://t.co/IDtWxjBUsk	1	0.0	0.0	1.0
	9.652E+17	This conference on mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://t.co/juOH84CdEo	1	0.0	0.0	1.0
122.0	4.58622E+17	Dark Skin May Be A Protector Against Cancer http://t.co/lrC8Rsuyqz	1	1.0	0.0	0.0
306.0	6.17299E+17	Pain changes people	1	1.0	0.0	0.0
1200.0	1.30192E+18	The difference between how smoking and obesity are treated, despite producing roughly similar results for public health (tho obesity might be worse now) is fascinating	1	1.0	0.0	0.0
1187.0	1.29391E+18	Today the El Paso Department of Health reports 20 COVID-19 deaths. While this is the highest single-day increase, the deaths did not occur on the same day. https://t.co/p6NmrYpR0U	1	1.0	0.0	0.0
310.0	6.21383E+17	The carbon footprint of a glass of milk has shrunk by 2/3 in the last 50 years due to improved health, nutrition, and genetics #JAM2015	1	1.0	0.0	0.0
	4.83587E+17	The who, what, when, where, and why of the @BloombergCities & @nesta_uk #Iteams research http://t.co/1tCfbw4QPI #innovation #publicsector	1	0.0	0.0	1.0
	1.12771E+18	"Join us for the Franklin First UMC BioBlitz on Saturday, May 18 at the Franklin First UMC Main Campus. Here scientists, families, students, teachers, and the community work together to get a snapshot of the ""wild"" spaces of our 107-acre campus. Register: https://t.co/wM5M139iqG https://t.co/1A3Eh6gVHO"	1	0.0	0.0	1.0
		Highly to and competitive awards funded by the European Union prestigious support scholars in pursuing ground breaking research have been made to five Edinburgh academics. @ERC_Research https://t.co/D9ngBbxLQS	1	0.0	0.0	1.0
419.0	7.04636E+17	Proper preparation prevents poor performance	1	1.0	0.0	0.0
1219.0	1.31361E+18	@Ali_at_home @Juneo_x @magoniareview @JuliaHB1 @WomensPrize Trans people support only trans people. Ask Lesbians whose dating sites are infested with men. I don't buy your thinking, you won't persuade me so goodnight.	1	1.0	0.0	0.0
		Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB #HealthInitiatives	1	0.0	0.0	1.0
		How is @UChicagoIME shaping the future of science? 6: out on April Find https://t.co/bUwFwv58SO https://t.co/tLCunXaU4n	1	0.0	0.0	1.0
568.0	8.14339E+17	RT HealingMB: Stressed? Stretching reduces stress, increasing circulation, reducing pain etc #Healing #Yoga... https://t.co/XTyqkcaSBt	1	1.0	0.0	0.0
344.0	6.50847E+17	The happier you are, the less sleep you require to function in everyday life. Sadness increases the urge to sleep more.	1	1.0	0.0	0.0
	1.02689E+18	@anshulkundaje @NipsConference Would love to see MLCB as a full conference, with workshops in genomics, immunology, &c.	1	0.0	0.0	1.0
1186.0	1.29377E+18	"HCQ saves lives! ""Why would the non-doctors, Google, Twitter, Facebook, try to stop people from getting something that really does help people? It certainly helped me."" Rep. Louie Gohmert to Newsmax TV: They Wanted Me to 'Just Die'; HCQ Saved Me https://t.co/39mGOvQyDy"	1	1.0	0.0	0.0
		In a policy context, The Rise of bilingual #sciencejournalism #ECSJ2017 @jarimakinen @nuriajar @swaforini @fedkukso https://t.co/3P7gdyQUyb	1	0.0	0.0	1.0
	9.13723E+17	Science, Meaning and the Imagination: How can we bring the human being back into our science? https://t.co/8tBo3aLRJK https://t.co/1Xezcj7Cci	1	0.0	0.0	1.0
1046.0	1.18763E+18	This impressive new surf lake near Bristol can generate up to 1,000 waves an hour and is 100% powered by renewables.. https://t.co/GA0FQrlDsT	1	1.0	0.0	0.0
		When evaluating programs, BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U	1	0.0	0.0	1.0
178.0	5.04924E+17	Furthermore, drinking more water alone actually aids in losing weight.	1	1.0	0.0	0.0
		Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB #ScienceForSociety	1	0.0	0.0	1.0
498.0	7.59597E+17	Adverse #Effects #Of #Marijuana #Cannabis #Seeds #Sale #How #To #Grow #Cannabis #Indoors https://t.co/F2rvT9UTS0	1	1.0	0.0	0.0
448.0	7.24947E+17	Volume Caps Pills Male Sex Enhancement Increase Semen Massive Load More Libido - Bid Now! … https://t.co/hV5lrIMrSc https://t.co/bUwQvoOKV4	1	1.0	0.0	0.0
571.0	8.18219E+17	Pain changes people.	1	1.0	0.0	0.0
	9.78693E+17	And the winners of the 2018 Five College DataFest are: https://t.co/mQI0Yg6qIC #asadatafest	1	0.0	0.0	1.0
		#MSGDonated4Million to support the research of Thalassemia & AIDS cure #CommunityEngagement	1	0.0	0.0	1.0
	9.31215E+17	Florence & Herbert Irving have given $700 million to @Columbia & @nyphospital to dramatically advance #cancer research & treatment, building on 3 decades of support for @ColumbiaMed & @columbiacancer https://t.co/Ql7o8H7Q5J	1	0.0	0.0	1.0
387.0	6.83182E+17	PROOF That Gun Bans Increase Murder Rates https://t.co/ogYX8lB3xN... https://t.co/Fcq5UNTRhH|mM	1	1.0	0.0	0.0
	8.8705E+17	Keep checking in on latest @ealcs1 articles. Soon roundtable on @G_A_Musila's landmark book!#MyTwitterAnniversary https://t.co/T3MqpEjemP https://t.co/AWzGFaGcOE	1	0.0	0.0	1.0
	6.01025E+17	#MSGDonated4Million to support the research of Thalassemia & AIDS cure	1	0.0	0.0	1.0
		@anshulkundaje see Would love to @NipsConference MLCB as a full conference, with workshops in genomics, immunology, &c.	1	0.0	0.0	1.0
		This looks like a great opportunity to get research in WASH published, with mentorship #washtwitter too. Special issue of the H2open journal. https://t.co/DLBrcQx9QB @IWAPublishing available #wash #sanitation #water #hygiene #SDGs	1	0.0	0.0	1.0
9.0	3.34283E+17	Can playing more games improve lives and save the world? by @chris_pelle via @PostArcade http://t.co/uEtVu099Ad #CDA30	1	1.0	0.0	0.0
		When evaluating programs, Brexit: the implications for life sciences https://t.co/9U7iNYwouw	1	0.0	0.0	1.0
615.0	8.54729E+17	Myth: Warm Up can Increase Vertical Jump! True or False? #nba See at : https://t.co/ZjGHyzRNGd https://t.co/jHDDRcxYnb	1	1.0	0.0	0.0
560.0	8.05589E+17	So what was Israels reason for attacks, murder and destruction of the Palestinian people before 1982? SIMPLY HATE AND ETHNIC CLEANSING https://t.co/hLlBuxWvcU	1	1.0	0.0	0.0
		In a policy context, The forbidden words are “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” https://t.co/6Olvpyz5JR	1	0.0	0.0	1.0
941.0	1.10514E+18	RTs are a helluva drug	1	1.0	0.0	0.0
1047.0	1.18866E+18	Repeat after me: - Maps & No-Maps DO NOT belong in the LGBT+ - That is only comfirming established bias from anti-lgbt+ groups thus hurting our growth - Pedophilia is a form of mental disorder and IS TREATABLE. - Pedos are not oppressed. - We have the right to protect ourselves	1	1.0	0.0	0.0
	1.24788E+18	Canadian? Take 5 min to complete this Stats Can survey on the impacts of #COVID19 that will be used to help asses the needs of communities, implement suitable support measures during and after the pandemic, and could become an important resource for future research https://t.co/ZVeuf7fImt	1	0.0	0.0	1.0
200.0	5.21768E+17	Is Ebola a health care system mishap?	1	1.0	0.0	0.0
		Science, Meaning and the Imagination: How can we bring being human the back into our science? https://t.co/8tBo3aLRJK https://t.co/1Xezcj7Cci	1	0.0	0.0	1.0
		With respect to social impact, From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0	1	0.0	0.0	1.0
